Index,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,AverageScore
986,female,group C,some high school,standard,none,divorced,sometimes,yes,2,private,10-May,80,91,90,87.00
989,female,group B,high school,free/reduced,none,married,sometimes,yes,3,school_bus,,47,62,57,55.33
990,female,group B,some high school,standard,completed,married,regularly,yes,6,school_bus,< 5,82,89,96,89.00
991,female,,,free/reduced,none,married,regularly,,0,school_bus,< 5,55,62,58,58.33
992,male,group D,high school,standard,none,single,sometimes,no,3,private,< 5,64,42,42,49.33
993,male,group D,associate's degree,standard,none,married,sometimes,no,3,private,10-May,96,85,84,88.33
994,male,group D,master's degree,standard,none,divorced,regularly,yes,2,private,> 10,82,84,82,82.67
995,male,group C,associate's degree,standard,completed,married,sometimes,no,3,school_bus,< 5,68,69,71,69.33
996,female,,associate's degree,standard,none,married,regularly,yes,1,school_bus,> 10,90,95,100,95.00
997,male,group C,some high school,free/reduced,none,divorced,regularly,yes,5,school_bus,10-May,62,46,45,51.00
998,female,group D,some college,standard,none,married,sometimes,yes,2,private,< 5,39,44,45,42.67
999,female,group E,associate's degree,standard,none,married,regularly,yes,2,school_bus,10-May,59,58,65,60.67
0,male,group A,some high school,free/reduced,none,divorced,never,yes,1,private,< 5,52,45,41,46.00
1,female,group D,some high school,free/reduced,completed,single,never,yes,1,private,,71,95,93,86.33
3,female,group B,associate's degree,standard,completed,married,never,yes,3,school_bus,,62,59,62,61.00
4,male,group A,some high school,free/reduced,none,married,regularly,yes,,school_bus,10-May,53,64,62,59.67
5,male,group B,bachelor's degree,standard,none,divorced,sometimes,yes,0,private,10-May,70,62,56,62.67
8,female,group C,associate's degree,free/reduced,completed,single,sometimes,yes,1,school_bus,10-May,60,75,79,71.33
9,male,group D,,standard,completed,married,sometimes,yes,2,school_bus,10-May,57,57,63,59.00
10,female,group D,associate's degree,standard,none,divorced,,yes,3,,> 10,81,84,88,84.33
11,female,group A,some high school,standard,completed,single,regularly,yes,5,private,10-May,78,78,79,78.33
12,female,,some college,free/reduced,none,single,regularly,yes,3,private,10-May,67,78,76,73.67
13,female,group D,high school,standard,completed,married,sometimes,yes,0,school_bus,< 5,64,68,76,69.33
14,male,group B,high school,standard,none,,sometimes,yes,4,private,> 10,77,68,65,70.00
15,male,group E,associate's degree,standard,completed,divorced,never,no,2,,> 10,72,74,75,73.67
17,female,group B,some college,free/reduced,none,divorced,sometimes,no,2,school_bus,< 5,32,44,34,36.67
18,male,group C,associate's degree,free/reduced,none,divorced,regularly,yes,0,school_bus,< 5,77,74,70,73.67
19,male,group B,high school,free/reduced,completed,married,sometimes,yes,0,school_bus,< 5,69,74,76,73.00
20,female,group D,associate's degree,free/reduced,none,single,never,yes,2,private,10-May,57,61,60,59.33
21,female,group A,some college,free/reduced,none,,sometimes,yes,2,school_bus,10-May,34,45,50,43.00
22,male,group E,some high school,standard,completed,single,never,no,1,school_bus,> 10,78,72,68,72.67
23,female,group A,some college,standard,none,married,never,no,3,school_bus,10-May,68,74,78,73.33
24,male,,high school,standard,none,divorced,never,yes,1,school_bus,10-May,57,47,49,51.00
25,male,group C,high school,standard,,married,sometimes,yes,5,private,10-May,56,42,34,44.00
26,female,group C,bachelor's degree,free/reduced,completed,married,sometimes,yes,0,school_bus,< 5,52,81,80,71.00
27,female,group B,associate's degree,standard,completed,married,sometimes,yes,5,private,< 5,73,87,87,82.33
28,male,,associate's degree,free/reduced,completed,married,regularly,,3,school_bus,10-May,87,87,91,88.33
30,female,group C,master's degree,standard,none,married,regularly,yes,3,private,10-May,73,88,89,83.33
31,male,group B,some college,standard,none,married,sometimes,yes,0,,< 5,82,69,71,74.00
32,male,,bachelor's degree,standard,none,married,sometimes,yes,4,school_bus,< 5,88,93,93,91.33
33,female,group B,some high school,free/reduced,completed,single,sometimes,yes,1,school_bus,10-May,60,73,77,70.00
34,female,group D,some high school,standard,none,married,regularly,,2,private,10-May,78,84,84,82.00
35,female,group A,associate's degree,standard,completed,married,sometimes,yes,,private,> 10,91,95,95,93.67
36,male,group E,high school,free/reduced,none,married,sometimes,yes,0,school_bus,,86,81,76,81.00
37,male,group B,some high school,free/reduced,none,divorced,regularly,yes,3,school_bus,< 5,32,30,24,28.67
38,female,group E,high school,standard,none,single,sometimes,no,1,private,10-May,86,91,78,85.00
39,female,group C,master's degree,free/reduced,completed,married,never,no,4,private,10-May,56,67,63,62.00
40,male,group D,some college,standard,none,divorced,regularly,yes,4,school_bus,10-May,81,74,70,75.00
41,female,group E,associate's degree,standard,none,married,regularly,yes,,school_bus,< 5,68,67,58,64.33
42,female,group A,some college,standard,none,single,regularly,yes,0,private,10-May,81,100,92,91.00
43,female,group E,high school,standard,none,divorced,sometimes,yes,1,school_bus,10-May,84,75,79,79.33
44,female,group E,associate's degree,standard,none,single,sometimes,no,5,private,> 10,76,82,82,80.00
45,female,group D,bachelor's degree,standard,none,divorced,sometimes,yes,2,private,10-May,64,76,75,71.67
46,female,group C,some college,standard,none,single,sometimes,yes,2,school_bus,< 5,77,85,86,82.67
47,male,group B,high school,standard,none,married,regularly,no,1,private,10-May,54,49,39,47.33
48,female,group B,some college,free/reduced,completed,married,regularly,yes,0,private,10-May,52,57,68,59.00
49,male,group B,some high school,standard,none,single,never,no,3,private,10-May,38,42,38,39.33
50,female,group C,high school,standard,completed,single,regularly,yes,2,private,> 10,74,89,89,84.00
51,male,group D,some high school,free/reduced,completed,married,regularly,yes,5,school_bus,< 5,67,76,73,72.00
52,male,group B,some high school,standard,none,,,no,1,school_bus,> 10,57,48,44,49.67
53,male,group C,associate's degree,standard,none,single,regularly,no,1,private,10-May,64,62,61,62.33
54,female,group C,high school,standard,none,widowed,never,no,2,private,< 5,53,61,59,57.67
55,male,,high school,free/reduced,completed,,sometimes,yes,2,school_bus,> 10,57,55,53,55.00
56,male,group B,high school,standard,none,married,sometimes,no,3,,> 10,45,52,40,45.67
57,female,group C,associate's degree,free/reduced,completed,married,never,no,3,private,> 10,51,58,61,56.67
58,female,group C,some college,standard,completed,married,never,yes,2,school_bus,10-May,65,73,73,70.33
59,female,group E,master's degree,free/reduced,none,widowed,regularly,yes,2,school_bus,10-May,62,70,73,68.33
60,female,group E,high school,standard,none,single,sometimes,no,4,,< 5,70,75,73,72.67
62,female,group C,high school,standard,none,married,sometimes,yes,3,private,10-May,54,66,65,61.67
63,female,group E,some college,free/reduced,none,married,sometimes,yes,0,private,10-May,59,69,66,64.67
65,male,group C,associate's degree,standard,none,married,regularly,yes,2,school_bus,< 5,64,60,56,60.00
66,female,group B,bachelor's degree,standard,completed,divorced,regularly,yes,5,private,10-May,88,94,100,94.00
67,male,group D,high school,free/reduced,none,married,sometimes,yes,3,school_bus,> 10,24,12,18,18.00
68,female,group A,some college,standard,completed,divorced,regularly,yes,1,school_bus,10-May,66,69,75,70.00
69,female,group C,some high school,free/reduced,none,married,regularly,yes,2,,10-May,37,46,44,42.33
70,male,group D,master's degree,standard,completed,divorced,sometimes,no,3,private,< 5,78,75,84,79.00
71,female,group C,some college,free/reduced,none,married,regularly,yes,2,private,< 5,56,61,61,59.33
72,female,group D,associate's degree,free/reduced,completed,divorced,regularly,no,2,school_bus,10-May,57,70,85,70.67
73,female,group B,associate's degree,free/reduced,none,,sometimes,no,4,private,10-May,70,85,80,78.33
74,female,group E,associate's degree,standard,completed,married,regularly,no,3,school_bus,> 10,89,90,92,90.33
75,male,group D,associate's degree,free/reduced,completed,divorced,never,no,4,school_bus,10-May,46,56,57,53.00
76,male,group B,some high school,free/reduced,none,divorced,sometimes,yes,2,private,10-May,80,72,71,74.33
77,male,group B,high school,free/reduced,,single,sometimes,yes,3,private,< 5,54,48,47,49.67
78,female,group D,associate's degree,free/reduced,none,widowed,sometimes,no,3,private,10-May,54,65,59,59.33
79,female,group B,high school,free/reduced,none,single,never,yes,5,,< 5,45,57,56,52.67
81,female,group D,some high school,standard,none,married,sometimes,no,3,school_bus,10-May,57,56,62,58.33
82,male,group A,associate's degree,standard,completed,divorced,sometimes,yes,1,private,> 10,96,92,95,94.33
83,female,group B,master's degree,standard,none,divorced,never,yes,1,,10-May,59,78,74,70.33
84,female,group D,bachelor's degree,standard,none,married,sometimes,no,2,private,10-May,67,77,73,72.33
85,male,group B,some high school,standard,,married,sometimes,no,4,school_bus,10-May,77,68,64,69.67
86,male,group B,some high school,free/reduced,none,single,never,yes,5,school_bus,10-May,46,52,42,46.67
87,female,group D,some college,standard,none,divorced,regularly,yes,2,school_bus,< 5,60,81,79,73.33
88,male,group A,associate's degree,standard,completed,single,sometimes,yes,5,school_bus,10-May,80,80,83,81.00
89,male,group B,some high school,standard,none,widowed,regularly,yes,2,private,> 10,65,54,51,56.67
90,male,group B,some high school,free/reduced,none,single,regularly,no,3,school_bus,10-May,52,45,36,44.33
91,female,group D,high school,standard,none,married,sometimes,yes,3,school_bus,10-May,63,73,72,69.33
92,female,,some college,free/reduced,completed,single,never,yes,6,private,< 5,66,86,78,76.67
93,female,group C,some college,free/reduced,none,married,sometimes,yes,2,school_bus,< 5,54,70,69,64.33
94,male,group B,some high school,standard,,married,regularly,yes,0,private,10-May,74,73,76,74.33
95,male,,,standard,none,married,regularly,no,1,private,< 5,66,76,78,73.33
96,male,group A,some college,free/reduced,none,single,regularly,yes,0,school_bus,> 10,65,52,51,56.00
97,female,group D,some high school,standard,none,married,regularly,yes,3,,10-May,76,86,89,83.67
98,male,,master's degree,standard,completed,married,sometimes,yes,1,private,< 5,89,84,89,87.33
99,female,group D,associate's degree,free/reduced,none,married,never,no,1,private,< 5,58,76,69,67.67
100,male,group B,bachelor's degree,free/reduced,none,married,sometimes,yes,1,school_bus,< 5,55,48,48,50.33
101,female,group E,associate's degree,standard,none,married,regularly,no,1,school_bus,,59,66,68,64.33
102,male,group D,associate's degree,free/reduced,none,single,regularly,yes,1,school_bus,< 5,64,66,62,64.00
103,male,group D,some college,standard,,single,sometimes,yes,,private,10-May,47,40,35,40.67
104,male,group D,associate's degree,standard,none,single,sometimes,no,1,school_bus,10-May,70,65,65,66.67
105,female,group E,some college,free/reduced,completed,married,sometimes,yes,1,private,10-May,74,87,82,81.00
107,female,group E,some high school,free/reduced,completed,married,never,no,,private,< 5,46,60,58,54.67
108,male,group A,some college,standard,none,single,sometimes,yes,1,school_bus,10-May,76,66,58,66.67
109,male,group C,bachelor's degree,free/reduced,completed,married,never,yes,1,private,10-May,57,59,60,58.67
110,female,group C,some college,free/reduced,none,married,never,yes,2,school_bus,10-May,55,64,58,59.00
112,male,group C,bachelor's degree,standard,none,married,sometimes,,1,,,93,84,87,88.00
113,female,group D,associate's degree,standard,,divorced,sometimes,yes,,private,10-May,59,59,66,61.33
114,male,group D,high school,free/reduced,none,married,sometimes,no,2,private,10-May,69,59,62,63.33
115,female,group D,some high school,free/reduced,,divorced,sometimes,yes,3,school_bus,> 10,54,61,63,59.33
116,female,group C,associate's degree,standard,none,widowed,sometimes,yes,1,,> 10,57,50,63,56.67
117,female,group C,bachelor's degree,standard,completed,widowed,regularly,yes,2,private,< 5,95,98,97,96.67
118,female,group D,high school,free/reduced,none,divorced,regularly,no,4,school_bus,< 5,58,61,67,62.00
119,female,group A,high school,free/reduced,none,divorced,never,yes,2,private,> 10,60,59,59,59.33
120,female,group D,bachelor's degree,standard,completed,married,sometimes,no,4,school_bus,< 5,61,69,70,66.67
121,female,group B,high school,standard,none,married,sometimes,yes,1,school_bus,> 10,45,52,51,49.33
122,female,,some college,standard,none,married,regularly,yes,3,private,< 5,55,56,57,56.00
123,male,group C,some college,free/reduced,completed,single,sometimes,no,3,private,> 10,61,54,53,56.00
124,male,group C,high school,free/reduced,none,divorced,sometimes,no,5,private,< 5,50,37,37,41.33
125,female,,bachelor's degree,standard,completed,married,sometimes,yes,3,school_bus,> 10,83,85,93,87.00
126,male,group C,associate's degree,free/reduced,none,married,regularly,no,1,school_bus,10-May,48,43,48,46.33
127,male,group B,some college,free/reduced,none,married,sometimes,yes,3,private,10-May,46,47,42,45.00
129,male,group D,high school,standard,none,,sometimes,yes,1,school_bus,10-May,64,58,62,61.33
130,male,group B,associate's degree,standard,none,married,sometimes,no,2,private,10-May,92,86,79,85.67
131,male,group C,associate's degree,free/reduced,completed,married,sometimes,yes,0,school_bus,> 10,81,74,69,74.67
132,female,group D,some college,free/reduced,,single,regularly,no,4,private,10-May,74,91,91,85.33
133,male,group C,associate's degree,standard,none,married,sometimes,no,2,school_bus,> 10,64,60,62,62.00
134,male,group D,master's degree,standard,none,married,regularly,yes,3,school_bus,10-May,93,94,96,94.33
135,female,group D,associate's degree,free/reduced,none,married,sometimes,no,6,private,< 5,50,62,61,57.67
136,male,,associate's degree,free/reduced,none,single,sometimes,no,4,school_bus,> 10,75,68,69,70.67
137,male,group D,master's degree,free/reduced,completed,,sometimes,yes,3,school_bus,10-May,81,87,85,84.33
138,male,group C,high school,free/reduced,none,married,sometimes,no,3,private,< 5,53,62,54,56.33
139,female,,some college,standard,completed,divorced,sometimes,yes,4,private,< 5,77,88,97,87.33
140,female,group D,associate's degree,standard,none,divorced,sometimes,yes,0,school_bus,< 5,71,81,80,77.33
